,test_id,dab_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,predicted_label,external_id,confidence,roi_brightness,image_brightness,b_means,g_means,r_means,b_stds,g_stds,r_stds,roi_b_means,roi_g_means,roi_r_means,roi_b_stds,roi_g_stds,roi_r_stds
26,1000,1,572,334,639,401,P_1,pexels-krivec-ales-547115_drone_013_3.jpg,0.932143,163.80548431194694,175.18196980117108,190.33673,143.01537,184.81737,30.94723,30.568583,54.15223,186.71352,141.4785,158.79193,44.136215,39.756927,50.954937
27,1000,1,834,257,905,326,P_1,6000206_drone_012_1.jpg,0.944068,70.63840371458235,107.0076208494987,107.91757,106.48789,105.99447,57.228035,53.68216,51.513268,70.46091,68.52929,72.04552,50.707867,49.568523,49.327564
28,1000,1,554,369,623,439,P_1,6000199_drone_012_5.jpg,0.939935,131.77693936612218,120.78051167662812,117.06239,119.69893,124.508606,49.55917,47.4538,45.497337,130.39214,132.2441,132.66025,30.775644,30.805935,30.53432
29,1000,1,792,315,860,383,P_1,6000217_drone_014_2.jpg,0.930408,98.42418709893661,116.74628371839839,108.0045,114.69028,125.73677,65.920395,67.56084,71.39905,86.34191,97.89814,109.08975,53.83762,57.731033,60.21125
30,1000,1,563,414,633,483,P_1,9003585_drone_003_2.jpg,0.942335,55.476439995534854,106.775468531785,104.36394,107.0113,106.762314,48.38609,48.910362,49.258152,57.081367,56.12816,51.262527,52.072662,49.71912,43.803326
31,1000,1,277,454,348,524,P_1,6000140_drone_020_2.jpg,0.937726,125.40320770250509,131.27421577738764,123.17648,126.3759,141.53568,44.71956,46.35663,49.271416,124.01106,125.12354,126.5489,72.32349,76.756836,80.358246
32,1000,1,264,213,333,281,P_1,14200161713_e3b6f8ec74_c_drone_020_1.jpg,0.939118,114.06362590404078,97.31855640002554,91.88062,96.254166,102.111496,48.64854,49.499397,54.26157,111.039856,112.67136,117.3798,39.31334,44.962257,48.929962
33,1000,1,603,251,675,322,P_1,5000173_drone_014_4.jpg,0.939082,92.5464748682488,155.23757319282885,166.76707,153.22652,144.18973,61.8439,51.83077,56.19323,100.34331,91.69562,84.763885,59.231194,50.23248,50.259644
34,1000,1,531,77,599,144,P_1,3003731_drone_015_3.jpg,0.936577,86.76883163334534,131.76315223887482,121.11125,134.22069,138.293,65.3498,65.80366,66.821655,72.44161,95.000656,90.31541,34.785984,41.048904,45.252438
35,1000,1,480,1,549,70,P_1,6000184_drone_019_4.jpg,0.947981,155.65950333492734,99.79890023531914,98.1429,99.24236,100.71964,60.8372,58.8724,56.353012,155.77484,156.27495,154.67044,69.74264,70.49762,71.71005
36,1000,1,539,231,608,301,P_1,6000154_drone_001_1.jpg,0.944213,87.71837267055139,128.1222494373301,144.36575,128.95435,105.86511,66.823,50.17649,41.47638,82.59834,96.53209,82.24948,44.565453,35.792313,32.03897
37,1000,1,629,235,698,304,P_1,6000350_drone_001_3.jpg,0.937055,108.28466121924141,137.06263323377576,137.20241,135.90613,137.34027,70.895004,64.46838,61.010403,105.89141,107.73871,111.02437,31.250816,30.291641,31.169168
38,1000,1,113,408,183,477,P_1,6000085_drone_017_1.jpg,0.953081,87.56470566698884,115.59558276837076,110.99221,115.46934,117.52019,71.563774,71.44134,73.95696,98.46273,84.43209,77.69399,39.78554,32.063747,27.111753
39,1000,1,803,459,873,528,P_1,17226880512_bfa536cc51_c_drone_017_2.jpg,0.941108,72.84309750642184,163.99559690363873,182.20839,161.69011,138.82442,66.528,70.31644,91.8574,93.31698,73.67992,39.34969,29.184122,26.337006,26.380323
40,1000,1,882,31,953,100,P_1,1100013_drone_017_1.jpg,0.950744,141.67168308706093,118.84023560412751,117.21572,124.28814,113.86573,51.47581,45.8564,48.530155,140.5542,144.71198,139.52051,57.072456,52.8344,54.407326
41,1000,1,564,190,633,258,P_1,6000236_drone_007_2.jpg,0.932632,135.3772736558624,147.43489608910104,146.22226,144.90836,145.45305,71.855354,59.59132,58.62992,114.52643,132.70589,154.52707,44.072903,49.47614,53.903736
42,1000,1,234,164,302,232,P_1,6000348_drone_014_2.jpg,0.94047,43.858503586162804,119.34307371851969,125.57122,118.58778,111.25593,90.05978,79.98742,73.25076,42.469723,43.093857,45.70307,25.143824,24.860706,25.463903
43,1000,1,230,130,300,200,P_1,6000045_drone_004_1.jpg,0.934837,118.81983241773464,134.7420350715659,134.21135,136.09114,133.40059,52.970478,50.34702,51.28196,123.16633,123.73306,107.49796,47.916393,43.581264,43.509796
44,1000,1,749,287,818,356,P_1,6000038_drone_018_5.jpg,0.91958,199.26935850384248,109.61137048573846,106.61265,108.2701,112.396835,65.63859,67.01069,70.42084,195.81853,199.58559,202.27495,48.597694,48.5018,49.621956
45,1000,1,50,456,120,525,P_1,5000234_drone_017_3.jpg,0.952107,116.37057789365886,92.26995707269637,56.448425,98.343025,108.33204,47.161987,48.624027,53.805405,74.377846,136.03168,127.856316,25.365305,33.570835,31.688847
46,1000,1,713,253,780,320,P_1,6000223_drone_006_5.jpg,0.944713,85.01080993048883,95.45251057301125,89.41704,94.67963,100.989845,68.397095,70.65823,70.46251,78.76253,80.42148,94.41858,36.132156,34.951775,35.51992
47,1000,1,449,417,518,487,P_1,3000716_drone_020_3.jpg,0.952344,120.74929903008669,88.50935733958,81.59586,90.99594,92.11178,25.80443,29.122097,30.537952,110.731674,125.62153,125.08074,23.45417,23.36922,23.699718
48,1000,1,90,379,161,448,P_1,0000382_drone_011_5.jpg,0.937959,88.550727530988,100.19908812179692,92.67356,98.33918,105.31133,84.27793,80.956,77.86505,87.6634,87.38559,89.76771,48.9599,51.620014,56.60802
49,1000,1,740,139,807,207,P_1,5000166_drone_018_1.jpg,0.918978,84.2938705039611,121.42462159455918,119.82655,120.841675,123.09024,41.824,42.20799,41.599068,77.52919,80.65343,92.92603,23.654945,24.386719,28.375608
50,1000,1,711,374,780,442,P_1,6000272_drone_001_1.jpg,0.949719,144.55227647649411,90.87828532931633,89.06834,90.96323,90.01352,68.057304,64.46664,65.04393,144.93094,144.32289,144.35358,26.93467,27.560411,27.96069
51,1000,1,20,145,90,214,P_1,5000130_drone_016_3.jpg,0.939734,85.24926115937303,109.61212811701212,84.71449,125.492905,112.41012,52.646465,45.703537,53.107994,66.630226,101.32981,81.903725,39.730927,35.737087,35.4617
52,1000,1,101,462,170,530,P_1,1000413_drone_013_1.jpg,0.932736,107.97135425858681,126.09592935727373,126.99691,114.909256,124.78309,68.85237,70.57663,66.01072,125.68777,111.60635,81.05818,22.93688,24.228514,26.550869
53,1000,1,524,183,594,252,P_1,pexels-billel-moula-540518_drone_018_2.jpg,0.921506,99.4320481248822,101.54703749295423,110.911095,108.98716,81.06179,41.267742,45.044193,22.43051,110.538925,106.95445,77.18054,22.75884,21.808777,17.057816
54,1000,1,660,39,731,109,P_1,pexels-stephan-seeber-1054289_drone_007_4.jpg,0.94804,204.32134955257118,151.1972665650779,148.45204,143.1864,159.43767,68.55849,70.04224,91.869896,199.84628,199.04085,213.66237,54.34322,53.88896,56.18829
55,1000,1,344,436,414,506,P_1,17652751303_e4b50453d9_c_drone_001_4.jpg,0.952418,44.40965831358248,125.80655825906707,126.68348,126.09655,123.09492,67.23748,66.72657,72.68509,43.60449,46.949184,39.868572,46.83969,42.90606,45.90486
56,1000,1,494,455,564,525,P_1,9002474_drone_019_3.jpg,0.937789,140.06428905300635,123.57603012176253,126.565994,120.0435,123.59524,50.344395,48.280006,47.35209,144.06367,136.41571,139.57469,23.662844,23.961653,23.864042
57,1000,1,287,197,357,267,P_1,6000120_drone_001_2.jpg,0.947054,120.32465551086858,128.55107754788528,127.33804,128.39082,128.83685,67.34976,65.84035,65.48038,122.73898,120.780205,117.16347,50.05155,49.39089,49.006405
58,1000,1,152,154,221,223,P_1,3002905_drone_011_3.jpg,0.943745,123.5864783856062,119.90104272256927,126.88383,123.889046,106.56552,77.63266,68.74715,54.333447,128.16216,126.22495,115.63831,30.87076,33.64449,34.424683
59,1000,1,360,376,431,447,P_1,6000104_drone_010_5.jpg,0.940388,174.98174371294257,147.83093462290566,172.78148,143.42593,115.19216,50.32372,39.79802,48.53811,172.50626,175.49593,176.8665,23.288986,24.65658,25.236517
60,1000,1,618,144,687,213,P_1,6000028_drone_012_5.jpg,0.934925,90.29350851171168,118.67210312903772,117.87689,114.01364,122.102776,53.788937,55.77263,55.79232,92.99916,82.48078,94.385635,28.123053,29.65044,31.663778
61,1000,1,610,387,681,457,P_1,6000029_drone_001_1.jpg,0.949652,160.98614453002224,133.85624077733863,166.26797,126.41577,98.833885,50.083084,48.18563,42.19753,192.56499,156.08391,126.27686,55.40994,49.225994,39.921288
62,1000,1,60,25,131,95,P_1,6000286_drone_003_1.jpg,0.926885,43.231744305365055,67.24769542666351,61.77188,66.21003,71.859215,72.42687,71.674866,71.27077,35.492756,43.537624,45.812675,44.87159,41.036224,37.03131
63,1000,1,481,391,552,461,P_1,6000278_drone_005_1.jpg,0.931749,205.26433619829348,120.47636676858517,113.09795,124.41265,121.72233,73.84599,62.374584,69.3164,204.03903,200.63863,210.9668,36.242123,35.579308,37.95398
64,1000,1,554,218,623,287,P_1,5000123_drone_001_2.jpg,0.947205,135.49156145252678,128.94511628751408,125.383194,130.97131,129.75941,87.002525,83.695724,85.83708,133.22012,136.77063,136.2951,76.86495,74.55408,74.372086
65,1000,1,294,142,363,211,P_1,Urban_9_drone_005_3.jpg,0.933048,189.4082060392578,165.8602860420932,154.70825,173.99812,143.54616,104.008026,53.359085,47.422485,225.07036,187.13484,147.4478,45.708305,36.630978,27.818022
66,1000,1,383,461,453,530,P_1,1100006_drone_019_4.jpg,0.942364,193.18883895279617,168.93452469927323,167.92383,169.07306,169.69775,47.15781,45.76265,45.718365,193.18881,193.19545,193.18219,27.206694,27.207779,27.205847
67,1000,1,101,306,171,375,P_1,5000180_drone_001_2.jpg,0.941273,206.81603552406838,178.82184187179698,159.16006,187.64726,183.68036,88.42628,62.38209,65.382645,204.31201,207.98364,208.07701,63.277966,63.2636,63.27046
68,1000,1,201,467,269,535,P_1,6000351_drone_017_4.jpg,0.947382,83.62748094078498,100.23983282692085,98.9823,99.28589,101.797775,60.964714,58.693203,57.53179,85.12954,82.779625,82.94463,24.68487,24.537199,24.550049
69,1000,1,660,393,731,463,P_1,6000337_drone_006_2.jpg,0.934114,164.7677817454815,133.61510260033273,134.36671,133.46251,132.64145,79.71138,75.87125,73.5985,162.1018,165.09236,167.0658,18.637259,19.065578,19.172758
70,1000,1,510,151,581,220,P_1,0011154_drone_008_1.jpg,0.939523,176.79033289848263,131.03552668752218,147.90659,130.63869,107.83649,71.58973,47.279705,36.364937,209.48276,174.07573,138.68953,39.78598,29.296162,23.95968
71,1000,1,429,76,498,145,P_1,Urban_2_drone_010_1.jpg,0.919945,216.94841998462186,102.29388573545943,94.014114,102.35155,104.65438,65.956604,56.406353,61.182194,224.95212,214.435,209.88867,37.008915,35.428566,39.54089
72,1000,1,467,328,534,396,P_1,6000240_drone_020_1.jpg,0.949384,125.21056673667913,113.6854445631629,108.218704,115.85362,114.32318,77.109474,69.0239,69.92519,135.69447,123.110405,115.235954,54.513893,49.99544,49.76688
73,1000,1,603,414,674,484,P_1,2000008_drone_004_4.jpg,0.934195,94.18804159661164,151.74630256783115,152.8211,154.38701,146.99133,72.888054,68.94175,70.03084,95.44225,104.18994,80.25996,19.90074,19.815857,18.254648
74,1000,1,335,453,406,522,P_1,0103468_drone_004_1.jpg,0.938439,158.53473163778312,134.5784307647861,147.69006,135.264,113.44726,82.98806,58.486668,53.95724,151.71626,161.34804,161.37334,25.369085,18.854746,27.49117
75,1000,1,24,27,95,97,P_1,2000002_drone_017_1.jpg,0.945449,51.39023060323296,108.16028635503824,106.9306,109.82555,107.27388,83.39701,81.1979,82.006935,51.322735,52.305836,50.36157,44.189754,42.58302,42.536526
76,1000,1,323,191,392,260,P_1,6000344_drone_018_4.jpg,0.921795,162.8326857565729,129.19031572053342,121.68742,127.1304,136.07233,61.264996,61.61757,63.16523,155.78807,162.53896,169.47343,63.71058,64.48029,65.491325
77,1000,1,437,251,504,319,P_1,9001034_drone_014_2.jpg,0.936789,87.70487626228115,127.89832534763495,113.71298,119.36284,146.4208,47.6181,47.853973,45.96982,64.40101,64.05356,118.73573,24.189352,25.173965,43.668312
78,1000,1,375,10,446,80,P_1,Suburban_2_drone_016_2.jpg,0.94041,153.93721363725626,115.9472117760068,125.29168,116.31531,96.05823,77.745926,48.327858,42.363907,201.65814,146.81891,92.1336,40.8221,29.418623,23.500193
79,1000,1,491,117,560,187,P_1,6000103_drone_018_5.jpg,0.925817,167.10031700508443,107.91815268577743,101.988144,103.01364,114.92013,54.06451,59.352352,69.82957,162.56398,164.04535,173.50227,88.69864,90.740295,83.33861
80,1000,1,594,21,665,89,P_1,6000086_drone_004_1.jpg,0.935302,96.32427987900992,130.03203525589907,118.222534,135.30188,132.64539,75.84076,63.774208,63.68541,72.210236,114.55903,95.62883,35.062187,34.614944,36.09309
81,1000,1,51,450,122,520,P_1,6000311_drone_016_3.jpg,0.934777,160.87408557884896,135.23282156290736,129.04607,136.6754,137.42035,51.791977,43.62492,44.038757,160.79195,161.46822,160.35553,32.62107,32.70187,32.59179
82,1000,1,69,192,137,259,P_1,0101060_drone_013_3.jpg,0.931783,92.40024322276724,120.49502564111545,117.09782,117.26181,124.46578,63.80708,64.68636,64.35297,90.27919,93.48924,92.91923,38.08228,38.765896,40.290833
83,1000,1,317,362,387,433,P_1,4100066_drone_012_2.jpg,0.907964,165.67501876668643,138.05866287831995,143.55249,137.42346,128.76443,70.910706,56.648632,59.736702,164.59819,164.62073,167.74889,49.588943,49.332954,49.445587
84,1000,1,370,307,437,374,P_1,pexels-robby-mccullough-1867601_drone_018_4.jpg,0.917397,149.73368151836237,120.18022103724547,115.49873,122.297035,120.1377,93.72981,88.238976,86.51283,143.01471,154.02673,150.61082,52.125122,54.887943,59.22421
85,1000,1,615,367,686,436,P_1,2000042_drone_001_4.jpg,0.948974,107.1522491357732,100.92577984855646,92.89856,107.650345,99.401855,58.47488,50.838318,53.7983,105.64768,106.79567,108.95183,22.527159,22.272068,21.919943
86,1000,1,36,136,110,208,P_1,9003585_drone_013_2.jpg,0.938128,102.28699657666874,106.68278203608578,104.252655,106.91625,106.708336,48.43431,48.979458,49.32875,96.7378,103.566444,106.077515,28.06676,28.65832,28.571564
87,1000,1,179,11,249,81,P_1,6000163_drone_009_3.jpg,0.92887,129.75734987086898,110.34829904435833,119.592316,106.925835,100.38745,62.361362,47.098225,44.931644,163.34837,120.670815,94.98694,47.18695,35.552055,31.267303
88,1000,1,459,308,528,376,P_1,3001018_drone_004_1.jpg,0.933674,94.31091000793347,117.88213157159598,106.92935,128.30772,116.187126,37.234688,36.35733,35.42575,81.16198,108.235504,89.92839,34.60459,46.68122,42.72873
89,1000,1,716,230,787,302,P_1,9000395_drone_002_1.jpg,0.912413,154.59614141335348,126.69058181043383,128.96732,125.155975,118.79114,67.70776,52.91279,53.46675,134.1737,159.97105,165.3789,66.96764,52.272137,55.95398
90,1000,1,488,59,559,130,P_1,6000063_drone_015_4.jpg,0.946822,90.78650622921229,107.03700989518376,94.61576,106.02565,116.10703,62.788353,60.69732,62.42793,44.606823,90.24677,118.21027,30.916145,33.1413,39.552734
91,1000,1,278,270,347,338,P_1,3002206_drone_010_4.jpg,0.930737,108.85198608855406,132.19437657857458,115.450005,137.75803,137.88368,64.91082,57.295628,56.339787,96.42562,114.12489,112.27877,36.56228,41.850475,44.572514
92,1000,1,113,414,183,483,P_1,2000008_drone_009_1.jpg,0.941092,121.25492980859222,151.67281233428653,152.75809,154.28192,146.95322,72.929855,69.02111,70.068306,130.68779,126.1147,105.28716,31.69249,30.933884,26.850521
93,1000,1,885,226,956,295,P_1,Suburban_10_drone_009_1.jpg,0.928606,197.98644208689595,158.67366007017327,149.5645,158.1088,159.93065,77.80036,58.57102,54.49252,204.65788,200.20699,188.01082,55.942146,56.098057,58.50987
94,1000,1,651,363,722,434,P_1,8003952_drone_009_3.jpg,0.926753,106.37910404033939,86.62691672419045,92.15821,85.4902,79.33025,48.900883,38.55417,35.53991,125.631226,102.27931,87.389404,29.492971,24.581532,22.863518
95,1000,1,194,339,265,409,P_1,Pool_2_drone_011_5.jpg,0.951672,171.00306950833695,157.70475538715917,172.57968,157.64024,132.70256,76.49013,63.494617,52.781296,205.4829,181.21872,108.55895,44.980484,42.79373,30.131325
96,1000,1,335,3,405,74,P_1,0100787_drone_011_3.jpg,0.939765,71.2171723399936,122.68309118843136,112.340256,129.00206,123.86885,58.8385,49.221016,49.72595,60.04125,79.427765,71.94064,41.720978,38.917366,39.574905
97,1000,1,735,165,803,233,P_1,6000302_drone_006_1.jpg,0.937063,121.53295405702599,120.62552322316967,116.64848,119.67231,124.121506,66.700714,65.65991,65.462555,103.66522,127.77768,129.9827,39.788815,46.888737,45.78847
98,1000,1,729,69,801,140,P_1,6000103_drone_014_5.jpg,0.937076,151.33785121467093,107.99953638003362,102.0444,103.094536,115.035576,54.11783,59.43971,69.89538,167.29948,147.53952,134.54753,45.08222,50.732353,57.828754
99,1000,1,438,193,507,262,P_1,6000219_drone_006_4.jpg,0.944652,132.1168955663443,114.31426971063127,106.82373,114.797424,119.63677,72.61282,70.46188,69.90358,116.78597,126.99433,148.41273,63.210262,59.209328,49.866657
100,1000,1,312,400,381,468,P_1,6000239_drone_007_3.jpg,0.946368,128.52891242829787,111.6955260229059,115.369354,106.276054,106.55044,93.71622,70.19826,65.60134,109.55882,118.320335,152.53644,47.262302,49.143158,59.347256
101,1000,1,108,227,179,298,P_1,6000111_drone_005_5.jpg,0.930217,107.11502829703836,125.2958707322932,130.70854,124.880424,117.98276,54.78598,56.879295,61.234108,109.643524,108.666534,102.160484,40.21101,34.817364,33.544937
102,1000,1,30,56,99,125,P_1,6000235_drone_011_5.jpg,0.93839,24.249167206178374,72.56347430361402,66.57757,73.79294,75.16599,66.36004,71.16557,71.0524,23.795212,24.346565,24.385424,56.559536,56.13301,56.16775
103,1000,1,875,252,945,322,P_1,Urban_1_drone_008_2.jpg,0.932201,96.88220483472965,122.12606481864086,111.7886,123.02886,129.70557,59.8689,58.933594,59.08947,86.832245,101.84306,100.536125,46.45112,43.911808,48.126434
104,1000,1,204,429,272,496,P_1,6000005_drone_012_3.jpg,0.93091,80.2445075395902,101.99116799330406,99.92068,102.057884,101.33586,75.78883,69.1344,62.513775,72.94381,78.97454,87.48727,52.240986,49.995052,52.593166
105,1000,1,155,59,224,127,P_1,Urban_7_drone_018_4.jpg,0.909992,170.88808574806075,150.54385363987964,160.10374,150.54669,126.028496,89.41967,49.957592,46.08809,227.66986,157.37297,103.64898,50.637707,32.707073,23.453527
106,1000,1,764,459,834,528,P_1,1000505_drone_005_4.jpg,0.931405,56.95889094193102,78.44474563935484,82.09989,77.45326,73.859055,72.83237,64.039795,60.129147,57.576397,56.667286,56.608696,21.957409,22.099636,22.111774
107,1000,1,46,146,115,215,P_1,6000174_drone_005_1.jpg,0.921576,126.17290821854355,122.11282389068383,124.003105,121.72384,120.02061,55.831253,52.511738,52.039158,131.64062,125.865364,120.47469,70.1798,68.23389,67.07213
108,1000,1,285,393,354,461,P_1,6000146_drone_001_5.jpg,0.933257,118.3478809922429,129.6712001473215,142.2434,131.91565,109.09773,53.065834,39.547325,38.182518,122.31948,121.7338,110.53432,28.481707,28.62313,27.63576
109,1000,1,417,76,486,145,P_1,8006160_drone_004_4.jpg,0.943723,180.3111863818168,141.86161067576728,164.707,145.60562,108.259926,54.746685,44.235687,37.009274,210.53687,186.79752,133.92859,37.82114,22.00848,22.505924
110,1000,1,374,271,444,340,P_1,6000121_drone_007_4.jpg,0.944637,83.80318972861131,140.78971218786583,138.81517,138.40797,143.4833,56.74628,56.911472,54.320515,82.22691,80.47847,86.77764,41.487263,42.511215,44.516945
111,1000,1,797,359,868,429,P_1,0103740_drone_010_1.jpg,0.923782,147.64591401814613,131.06947033051514,130.93657,130.71213,130.55563,67.04484,62.806526,60.99824,143.63582,147.1851,151.92273,30.557875,32.347443,33.899548
112,1000,1,759,388,828,457,P_1,0000051_drone_007_3.jpg,0.94231,146.68020724388012,151.84197554029512,171.443,151.23003,128.28934,68.698814,54.114548,46.468998,165.73955,146.13968,124.964294,38.8439,34.497795,31.0324
113,1000,1,404,268,474,338,P_1,9003836_drone_017_1.jpg,0.934063,157.89366986427865,113.01098534595575,112.91409,117.75969,105.73604,72.83927,58.694572,54.67906,170.02612,157.98387,144.18082,74.830345,71.5499,66.8237
114,1000,1,532,29,603,99,P_1,9005245_drone_005_2.jpg,0.930616,230.15252353788716,124.06495777358374,90.502655,133.6534,134.37271,92.656876,70.17679,69.108284,230.15251,230.15251,230.15251,44.83928,44.83928,44.83928
115,1000,1,377,245,444,314,P_1,0102534_drone_008_3.jpg,0.949479,161.09008096916864,192.6259541551338,178.95882,196.29318,200.17755,64.481735,48.19263,45.905357,148.31473,164.52412,168.75946,39.444714,34.545845,36.557507
116,1000,1,36,286,107,355,P_1,6000042_drone_007_4.jpg,0.942374,123.7964920127304,117.69197493157434,116.40776,117.98336,117.933075,51.866104,50.121685,51.468307,118.120026,120.28128,130.64543,35.86942,36.5834,32.97551
117,1000,1,66,314,134,382,P_1,2000030_drone_014_3.jpg,0.934924,104.13933456342943,119.86784790118398,97.88725,125.05189,129.00604,62.259056,47.31703,51.316654,78.92604,109.31661,118.8125,29.1633,30.699827,30.85904
